inventory_code;inventory_pool;serial_number;model_name;Kat1;Kat2;Kat3
AVZ16517;AV-Ausleihe;9501347;LCD-TV Sony KDL-26P3000E.F 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ16518;AV-Ausleihe;9501375;LCD-TV Sony KDL-26P3000E.F 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ16519;AV-Ausleihe;9501368;LCD-TV Sony KDL-26P3000E.F 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ16520;AV-Ausleihe;9501363;LCD-TV Sony KDL-26P3000E.F 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ16521;AV-Ausleihe;9501376;LCD-TV Sony KDL-26P3000E.F 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ16522;AV-Ausleihe;9501378;LCD-TV Sony KDL-26P3000E.F 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ16523;AV-Ausleihe;9501371;LCD-TV Sony KDL-26P3000E.F 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15328;AV-Ausleihe;S011459411;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15329;AV-Ausleihe;S01149984;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15330;AV-Ausleihe;S011417664;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15331;AV-Ausleihe;S011459642;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15333;AV-Ausleihe;S011459646;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15334;AV-Ausleihe;S011459643;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15335;AV-Ausleihe;S011459644;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15336;AV-Ausleihe;S011459645;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15337;AV-Ausleihe;S011459648;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15338;AV-Ausleihe;S011459649;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ15339;AV-Ausleihe;S011459647;LCD-TV Sony KDL-26U2000 26 Zoll HD-Ready Silber;Monitor LCD Ausstellung
AVZ16282;AV-Ausleihe;S011386545I;LCD-TV Sony KDL-32P3000 32 Zoll  HD-Ready black;Monitor LCD Ausstellung
AVZ16283;AV-Ausleihe;S011386546J;LCD-TV Sony KDL-32P3000 32 Zoll  HD-Ready black;Monitor LCD Ausstellung
AVZ16284;AV-Ausleihe;S011386549M;LCD-TV Sony KDL-32P3000 32 Zoll  HD-Ready black;Monitor LCD Ausstellung
AVZ16285;AV-Ausleihe;S011386544H;LCD-TV Sony KDL-32P3000 32 Zoll  HD-Ready black;Monitor LCD Ausstellung
AVZ16286;AV-Ausleihe;S011386550E;LCD-TV Sony KDL-32P3000 32 Zoll  HD-Ready black;Monitor LCD Ausstellung
AVZ16287;AV-Ausleihe;S011386542F;LCD-TV Sony KDL-32P3000 32 Zoll  HD-Ready black;Monitor LCD Ausstellung
AVZ16288;AV-Ausleihe;S011386547K;LCD-TV Sony KDL-32P3000 32 Zoll  HD-Ready black;Monitor LCD Ausstellung
AVZ16289;AV-Ausleihe;S011386543G;LCD-TV Sony KDL-32P3000 32 Zoll  HD-Ready black;Monitor LCD Ausstellung
AVZ16290;AV-Ausleihe;S011386548L;LCD-TV Sony KDL-32P3000 32 Zoll  HD-Ready black;Monitor LCD Ausstellung
AVZ14645;AV-Ausleihe;---;Leinwand Dalite Picture King 160cm;Leinwand
AVZ14646;AV-Ausleihe;---;Leinwand Dalite Picture King 160cm;Leinwand
AVZ14644;AV-Ausleihe;---;Leinwand Dalite Picture King 200cm;Leinwand
AVZ14648;AV-Ausleihe;---;Leinwand Harkness Miralyte 160cm;Leinwand
AVZ14681;AV-Ausleihe;---;Leinwand Harkness Miralyte 160cm;Leinwand
AVZ16027;AV-Ausleihe;keine;Leinwand Harkness Miralyte 160cm;Leinwand;
AVZ14595;AV-Ausleihe;---;Leinwand Harkness Miralyte 180cm;Leinwand;
AVZ16145;AV-Ausleihe;keine;Leinwand Ultimate PortaScreen 229x305cm mattweiss;Leinwand;
AVZ16146;AV-Ausleihe;keine;Leinwand Ultimate PortaScreen 229x305cm mattweiss;Leinwand;
AVZ16147;AV-Ausleihe;keine;Leinwand Ultimate PortaScreen 229x305cm mattweiss;Leinwand;
AVZ15654;AV-Ausleihe;keine;Leinwand Ultimate PortaScreen 320 x 427cm;Leinwand;
AVZ14596;AV-Ausleihe;---;Leuchtpult 38 x 55cm;Leuchtpult;
AVZ15828;AV-Ausleihe;diverse;Licht-Koffer Ianebeam 800;Lichtsets;Leuchten Kunstlicht
AVZ15827;AV-Ausleihe;12117;Lichtkit zu Dedolight ( Farbrahmen, Filter, Iris, Messer);Lichtsets;Leuchten Kunstlicht
AVZ15826;AV-Ausleihe;diverse;Lichtkoffer Dedolight K1S Standartkit;Lichtsets;Leuchten Kunstlicht
AVZ11683;AV-Ausleihe;--;Lichtkoffer Lowel;Lichtsets;Leuchten Kunstlicht
AVZ11684;AV-Ausleihe;--;Lichtkoffer Lowel;Lichtsets;Leuchten Kunstlicht
AVZ13381;AV-Ausleihe;---;Lichtkoffer Lowel;Lichtsets;Leuchten Kunstlicht
AVZ14890;AV-Ausleihe;---;Lichtkoffer Lowel;Lichtsets;Leuchten Kunstlicht
AVZ15791;AV-Ausleihe;keine;Lichtstativ Alu Nigg 250cm;Stative Licht;
AVZ15792;AV-Ausleihe;keine;Lichtstativ Alu Nigg 250cm;Stative Licht;
AVZ15784;AV-Ausleihe;keine;Lichtstativ Alu Nigg 300cm;Stative Licht
AVZ15785;AV-Ausleihe;keine;Lichtstativ Alu Nigg 300cm;Stative Licht
AVZ15786;AV-Ausleihe;keine;Lichtstativ Alu Nigg 300cm;Stative Licht
AVZ15787;AV-Ausleihe;keine;Lichtstativ Alu Nigg 300cm;Stative Licht
AVZ15788;AV-Ausleihe;keine;Lichtstativ Alu Nigg 300cm;Stative Licht
AVZ15789;AV-Ausleihe;keine;Lichtstativ Alu Nigg 300cm;Stative Licht
AVZ15790;AV-Ausleihe;keine;Lichtstativ Alu Nigg 300cm;Stative Licht
AVZ11527;AV-Ausleihe;R 08/001254-01;Megaphon;Megaphon
AVZ20816;AV-Ausleihe;---;Microphon PreAmp Stageline MPA-202;Vorverstärker
AVZ25050;AV-Ausleihe;keine;Microphon-Perche 1.5m Fiber Boom 5 sections;Mikrophonhalterungen
AVZ15780;AV-Ausleihe;keine;Microphon-Perche 2m vdB;Mikrophonhalterungen
AVZ25051;AV-Ausleihe;keine;Microphon-Perche 3.5m Fiber Boom 5 sections;Mikrophonhalterungen
AVZ15842;AV-Ausleihe;keine;Microphonstativ 180cm inkl. Ausleger 80cm;Stative Mikrophon
AVZ15843;AV-Ausleihe;keine;Microphonstativ 180cm inkl. Ausleger 80cm;Stative Mikrophon
AVZ15844;AV-Ausleihe;keine;Microphonstativ 180cm inkl. Ausleger 80cm;Stative Mikrophon
AVZ15845;AV-Ausleihe;keine;Microphonstativ 180cm inkl. Ausleger 80cm;Stative Mikrophon
AVZ15846;AV-Ausleihe;keine;Microphonstativ 180cm inkl. Ausleger 80cm;Stative Mikrophon;;
AVZ15847;AV-Ausleihe;keine;Microphonstativ 180cm inkl. Ausleger 80cm;Stative Mikrophon;;
AVZ15783;AV-Ausleihe;keine;Microphonstativ Bleifuss 60cm;Mikrophonhalterungen;Stative Mikrophon;
AVZ20662;AV-Ausleihe;keine;Mikrofon Schwanenhals-Tischmic. Shure MX412D/C;Mikrophone Tisch;;
AVZ20663;AV-Ausleihe;keine;Mikrofon Schwanenhals-Tischmic. Shure MX412D/C;Mikrophone Tisch;;
AVZ20664;AV-Ausleihe;keine;Mikrofon Schwanenhals-Tischmic. Shure MX412D/C;Mikrophone Tisch;;
AVZ20665;AV-Ausleihe;keine;Mikrofon Schwanenhals-Tischmic. Shure MX412D/C;Mikrophone Tisch;;
AVZ25034;AV-Ausleihe;keine;Mikrofon Sennheiser e 912 BK;Mikrophone Tisch;Mikrophone Film / Broadcast;Instrumentenmikrophone
AVZ25035;AV-Ausleihe;keine;Mikrofon Sennheiser e 912 BK;Mikrophone Tisch;Mikrophone Film / Broadcast;Instrumentenmikrophone
AVZ15778;AV-Ausleihe;keine;Mikrofonset MXL 2001 & 603S;Mikrophonsets;;
AVZ16605;AV-Ausleihe;8497824675;Mikrofonset Sennheiser ew100ENG;Mikrophonsets;Mikrophone Drahtlos;
AVZ20661;AV-Ausleihe;538265 / 522390;Mikrofonset Sennheiser ew100ENG;Mikrophonsets;Mikrophone Drahtlos;
AVZ15298;AV-Ausleihe;3282;Mikrofonset Sennheiser K6 Nierenmikrofon;Mikrophone Film / Broadcast;;
AVZ15946;AV-Ausleihe;38609;Mikrofonset Sennheiser K6 Nierenmikrofon;Mikrophone Film / Broadcast;;
AVZ15673;AV-Ausleihe;84670;Mikrofonset Sennheiser MD 421 N;Mikrophone Film / Broadcast;;
AVZ20652;AV-Ausleihe;keine;Mikrofonset Sennheiser Windschutzkorb inkl. Pistolengriff;Windschutz;Mikrophonhalterungen;
AVZ15777;AV-Ausleihe;keine;Mikrophon AKG D330BT;Mikrophone Film / Broadcast;
AVZ15782;AV-Ausleihe;304;Mikrophon audio-technica AT832;Mikrophone Film / Broadcast;
AVZ15735;AV-Ausleihe;keine;Mikrophon Hama RMZ-14;Mikrophon Kamera;
AVZ15736;AV-Ausleihe;keine;Mikrophon Hama RMZ-14;Mikrophon Kamera;
AVZ15737;AV-Ausleihe;keine;Mikrophon Hama RMZ-14;Mikrophon Kamera;
AVZ15738;AV-Ausleihe;keine;Mikrophon Hama RMZ-14;Mikrophon Kamera;
AVZ15793;AV-Ausleihe;keine;Mikrophon Philips SBC3041;Mikrophone Film / Broadcast;
AVZ15794;AV-Ausleihe;keine;Mikrophon Philips SBC3041;Mikrophone Film / Broadcast;
AVZ15772;AV-Ausleihe;49418;Mikrophon Revox M 3500;Mikrophone Film / Broadcast;
AVZ15773;AV-Ausleihe;66976;Mikrophon Revox M 3500;Mikrophone Film / Broadcast;
AVZ15774;AV-Ausleihe;63833;Mikrophon Revox M 3500;Mikrophone Film / Broadcast;
AVZ15775;AV-Ausleihe;63880;Mikrophon Revox M 3500;Mikrophone Film / Broadcast;
AVZ15776;AV-Ausleihe;63877;Mikrophon Revox M 3500;Mikrophone Film / Broadcast;
AVZ15781;AV-Ausleihe;40306;Mikrophon Revox M 3500 ( Jack 3.5/6.3mm);Mikrophone Film / Broadcast;
AVZ14818;AV-Ausleihe;4.0 14593;Mikrophon Rode NT4;Mikrophone Stereo;Mikrophone Film / Broadcast
AVZ14499;AV-Ausleihe;---;Mikrophon Sennheiser (Niere);Mikrophone Film / Broadcast;
AVZ14500;AV-Ausleihe;---;Mikrophon Sennheiser (Niere);Mikrophone Film / Broadcast;
AVZ14650;AV-Ausleihe;---;Mikrophon Sennheiser (Niere);Mikrophone Film / Broadcast;
AVZ14651;AV-Ausleihe;---;Mikrophon Sennheiser (Niere);Mikrophone Film / Broadcast;
AVZ20651;AV-Ausleihe;1418;Mikrophon Sennheiser Kamera-Mic. MKE400;Mikrophon Kamera;
AVZ20795;AV-Ausleihe;24252;Mikrophon Sennheiser ME 62;Mikrophone Film / Broadcast;
AVZ20796;AV-Ausleihe;61479;Mikrophon Sennheiser ME 64;Mikrophone Film / Broadcast;
AVZ20794;AV-Ausleihe;15175;Mikrophon Sennheiser ME 65;Mikrophone Film / Broadcast;
AVZ20797;AV-Ausleihe;146865;Mikrophon Sennheiser ME 66;Mikrophone Film / Broadcast;
AVZ15947;AV-Ausleihe;59954;Mikrophon Sennheiser Superniere K6;Mikrophone Film / Broadcast;
AVZ15739;AV-Ausleihe;501828;Mikrophon Sony Bluetooth ECM-HW1R;Mikrophon Kamera;Mikrophone Drahtlos
AVZ15741;AV-Ausleihe;keine;Mikrophon Sony ECM-HGZ1;Mikrophon Kamera;Mikrophone Film / Broadcast
AVZ15740;AV-Ausleihe;keine;Mikrophon Sony ECM-HST1;Mikrophon Kamera;
AVZ15752;AV-Ausleihe;677589;Mikrophon Sony ECM-MS907;Mikrophone Stereo;
AVZ15753;AV-Ausleihe;750625;Mikrophon Sony ECM-MS907;Mikrophone Stereo;
AVZ15754;AV-Ausleihe;750638;Mikrophon Sony ECM-MS907;Mikrophone Stereo;
AVZ15755;AV-Ausleihe;750636;Mikrophon Sony ECM-MS907;Mikrophone Stereo;
AVZ15756;AV-Ausleihe;594650;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15757;AV-Ausleihe;342021;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15758;AV-Ausleihe;750637;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15759;AV-Ausleihe;677583;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15760;AV-Ausleihe;622201;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15761;AV-Ausleihe;750628;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15762;AV-Ausleihe;683008;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15763;AV-Ausleihe;750627;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15764;AV-Ausleihe;677587;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15765;AV-Ausleihe;622208;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15766;AV-Ausleihe;750634;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15767;AV-Ausleihe;594649;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15768;AV-Ausleihe;750629;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15769;AV-Ausleihe;677585;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15770;AV-Ausleihe;136919;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ15771;AV-Ausleihe;683019;Mikrophon Sony ECM-MS907;Mikrophone Stereo
AVZ20812;AV-Ausleihe;12437;Mikrophon Stereo Sennheiser MKH 418 S P48;Mikrophone Stereo;Mikrophone Film / Broadcast
AVZ15798;AV-Ausleihe;keine;Mikrophone Shure Headset WH20 (XLR);Headsets & Lavaliermikrophone;
AVZ12111;AV-Ausleihe;GOHT00202;Mini-DV Recorder Panasonic NV-DV2000;DV Player / Recorder;
AVZ12112;AV-Ausleihe;GOHT00180;Mini-DV Recorder Panasonic NV-DV2000;DV Player / Recorder;
AVZ12113;AV-Ausleihe;GOHT00068;Mini-DV Recorder Panasonic NV-DV2000;DV Player / Recorder;
AVZ12364;AV-Ausleihe;GOHT00172;Mini-DV Recorder Panasonic NV-DV2000;DV Player / Recorder;
AVZ12366;AV-Ausleihe;GOHT00060;Mini-DV Recorder Panasonic NV-DV2000;DV Player / Recorder;
AVZ13430;AV-Ausleihe;F0HT00128;Mini-DV Recorder Panasonic NV-DV2000;DV Player / Recorder;
AVZ11328;AV-Ausleihe;S01-0154993-H;MiniDisc Rec. Sony MZ-B100;Portable Minidisc Recorder;
AVZ11329;AV-Ausleihe;S01-0154994-I;MiniDisc Rec. Sony MZ-B100;Portable Minidisc Recorder;
AVZ11331;AV-Ausleihe;180628;MiniDisc Rec. Sony MZ-B100;Portable Minidisc Recorder;
AVZ11332;AV-Ausleihe;S01-0154997-L;MiniDisc Rec. Sony MZ-B100;Portable Minidisc Recorder;
AVZ13007;AV-Ausleihe;5510836;MiniDisc-Deck Sony MDS-JE640;Nichtportable Audio Recorder/Player;
AVZ11682;AV-Ausleihe;10884;Mobil-DV-Recorder Sony GV-D900E;DV Player / Recorder;Portable Video Player / Recorder
AVZ14569;AV-Ausleihe;YEHG096208;Monitor LCD 19 Zoll Scenicview P19-2;IT-Display;
AVZ15556;AV-Ausleihe;520715;Netz Dimmer EBZ Mod.1 2000W schwarz;Lichtsteuerung & Dimmer;
AVZ16109;AV-Ausleihe;521174;Netz Dimmer EBZ Mod.1 2000W schwarz;Lichtsteuerung & Dimmer
AVZ15611;AV-Ausleihe;539359;"Netz Dimmer EBZ NS 300 ; 2000W Schieberegler";Lichtsteuerung & Dimmer
AVZ15612;AV-Ausleihe;539326;"Netz Dimmer EBZ NS 300 ; 2000W Schieberegler";Lichtsteuerung & Dimmer
AVZ15800;AV-Ausleihe;keine;Netzkabel Rolle 15m blau;Kabelrollen
AVZ15801;AV-Ausleihe;keine;Netzkabel Rolle 15m blau;Kabelrollen
AVZ15795;AV-Ausleihe;keine;Netzkabel Rolle 25m blau;Kabelrollen
AVZ15796;AV-Ausleihe;keine;Netzkabel Rolle 25m blau;Kabelrollen
AVZ15797;AV-Ausleihe;keine;Netzkabel Rolle 25m blau;Kabelrollen
AVZ15799;AV-Ausleihe;keine;Netzkabel Rolle 25m blau;Kabelrollen
AVZ16669;AV-Ausleihe;215661;Objektiv Nikon AF 14mm F/2.8 ED Nikkor;Objektive Photo
AVZ16670;AV-Ausleihe;5042388;Objektiv Nikon AF 60mm F/2.8 ED Micro-Nikkor;Objektive Photo
AVZ17042;AV-Ausleihe;249378;Objektiv Nikon AF-S Nikkor 24-70mm f/2.8GED;Objektive Photo
AVZ14571;AV-Ausleihe;YBWN007714;PC Siemens Celsius W340, P4 3.2GHz 1GB;Desktop PC
AVZ14572;AV-Ausleihe;YBWN007713;PC Siemens Celsius W340, P4 3.2GHz 1GB;Desktop PC
AVZ14573;AV-Ausleihe;YBWN007711;PC Siemens Celsius W340, P4 3.2GHz 1GB;Desktop PC
AVZ14574;AV-Ausleihe;YBWN007710;PC Siemens Celsius W340, P4 3.2GHz 1GB;Desktop PC
AVZ14575;AV-Ausleihe;YBWN007712;PC Siemens Celsius W340, P4 3.2GHz 1GB;Desktop PC;
AVZ14570;AV-Ausleihe;YBES232139;PC Siemens Scenic W600 P 4 HT 3.0/ 1GB;Desktop PC;
AVZ15863;AV-Ausleihe;keine;Phono-Vorverstärker Solid State stereo;Vorverstärker;
AVZ10619;AV-Ausleihe;32100769;Plasma-Schirm NEC 42 Zoll PX-42VP4DG;Monitor Plasma Ausstellung;
AVZ10686;AV-Ausleihe;32100479S;Plasma-Schirm NEC 42 Zoll PX-42VP4DG;Monitor Plasma Ausstellung;
AVZ10689;AV-Ausleihe;34104059M;Plasma-Schirm NEC 42 Zoll PX-42VP4DG;Monitor Plasma Ausstellung;
AVZ10692;AV-Ausleihe;3Y1018092;Plasma-Schirm NEC 42 Zoll PX-42VP4DG;Monitor Plasma Ausstellung;
AVZ10693;AV-Ausleihe;32100869S;Plasma-Schirm NEC 42 Zoll PX-42VP4DG;Monitor Plasma Ausstellung;
AVZ13491;AV-Ausleihe;NF0605E218;Plattenspieler Technics SL-D2;Nichtportable Audio Recorder/Player;
AVZ16050;AV-Ausleihe;keine;Reflektor Photoflex DL-32MULTI 32 Zoll (81 cm);Reflektoren;
AVZ16051;AV-Ausleihe;keine;Reflektor Photoflex DL-32MULTI 32 Zoll (81 cm);Reflektoren;
AVZ14497;AV-Ausleihe;---;Richtmikrophon audio-technica AT835;Mikrophone Film / Broadcast;
AVZ14498;AV-Ausleihe;---;Richtmikrophon audio-technica AT877;Mikrophone Film / Broadcast;
AVZ13099;AV-Ausleihe;1;RIG Pag-Orbitor;Stative andere;Traghilfen / Schutzhüllen Video
AVZ16718;AV-Ausleihe;keine;Rückprojektionsfolie zu Leinwand  Ultimate PortaScreen 229x305cm;Leinwand;
AVZ15617;AV-Ausleihe;Keine;Scheinwerfer Spotlight Area 05  500/650W;Bühnenlicht;
AVZ15618;AV-Ausleihe;Keine;Scheinwerfer Spotlight Area 05  500/650W;Bühnenlicht
AVZ15619;AV-Ausleihe;Keine;Scheinwerfer Spotlight Area 05  500/650W;Bühnenlicht
AVZ15620;AV-Ausleihe;Keine;Scheinwerfer Spotlight Area 05  500/650W;Bühnenlicht
AVZ15613;AV-Ausleihe;Keine;Scheinwerfer Spotlight miniFresnel 300W;Bühnenlicht
AVZ15614;AV-Ausleihe;Keine;Scheinwerfer Spotlight miniFresnel 300W;Bühnenlicht
AVZ15615;AV-Ausleihe;Keine;Scheinwerfer Spotlight miniFresnel 300W;Bühnenlicht
AVZ15616;AV-Ausleihe;Keine;Scheinwerfer Spotlight miniFresnel 300W;Bühnenlicht
AVZ20697;AV-Ausleihe;keine;Scheinwerfer-Clamp Manfrotto Baby Pipe Clamp C210;Befestigung, Grip, Clamps
AVZ20698;AV-Ausleihe;keine;Scheinwerfer-Clamp Manfrotto Baby Pipe Clamp C210;Befestigung, Grip, Clamps
AVZ20699;AV-Ausleihe;keine;Scheinwerfer-Clamp Manfrotto Baby Pipe Clamp C210;Befestigung, Grip, Clamps
AVZ20700;AV-Ausleihe;keine;Scheinwerfer-Clamp Manfrotto Baby Pipe Clamp C210;Befestigung, Grip, Clamps
AVZ20701;AV-Ausleihe;keine;Scheinwerfer-Clamp Manfrotto Baby Pipe Clamp C210;Befestigung, Grip, Clamps
AVZ20702;AV-Ausleihe;Keine;Scheinwerfer-Clamp Manfrotto Universal-Klemme MA 043;Befestigung, Grip, Clamps
AVZ20703;AV-Ausleihe;Keine;Scheinwerfer-Clamp Manfrotto Universal-Klemme MA 043;Befestigung, Grip, Clamps
AVZ20704;AV-Ausleihe;Keine;Scheinwerfer-Clamp Manfrotto Universal-Klemme MA 043;Befestigung, Grip, Clamps
AVZ20705;AV-Ausleihe;Keine;Scheinwerfer-Clamp Manfrotto Universal-Klemme MA 043;Befestigung, Grip, Clamps
AVZ20706;AV-Ausleihe;Keine;Scheinwerfer-Clamp Manfrotto Universal-Klemme MA 043;Befestigung, Grip, Clamps
AVZ20707;AV-Ausleihe;keine;Scheinwerfer-Clamp Manfrotto Universal-Klemme MA 175;Befestigung, Grip, Clamps
AVZ20708;AV-Ausleihe;Keine;Scheinwerfer-Clamp Manfrotto Universal-Klemme MA 175;Befestigung, Grip, Clamps
AVZ20709;AV-Ausleihe;Keine;Scheinwerfer-Clamp Manfrotto Universal-Klemme MA 175;Befestigung, Grip, Clamps
AVZ20710;AV-Ausleihe;Keine;Scheinwerfer-Clamp Manfrotto Universal-Klemme MA 175;Befestigung, Grip, Clamps
AVZ20711;AV-Ausleihe;Keine;Scheinwerfer-Clamp Manfrotto Universal-Klemme MA 175;Befestigung, Grip, Clamps
AVZ20272;AV-Ausleihe;keine;Sharp Standard Zoom AN-LV40EZ;Beamerzubehör
AVZ20514;AV-Ausleihe;keine;Sharp Standard Zoom AN-LV40EZ;Beamerzubehör
AVZ20273;AV-Ausleihe;keine;Sharp Weitwinkel Zoom AN-LV26EZ;Beamerzubehör
AVZ20817;AV-Ausleihe;0;Stativ Licht NoName 250cm;Stative Licht
AVZ16096;AV-Ausleihe;C0647698;Stativ Manfrotto 055XB;Stative Photo
AVZ16097;AV-Ausleihe;C0639524;Stativ Manfrotto 055XB;Stative Photo
AVZ16098;AV-Ausleihe;C0653460;Stativ Manfrotto 055XB;Stative Photo
AVZ16094;AV-Ausleihe;C0639521;Stativ Manfrotto 055XPRO;Stative Photo
AVZ16095;AV-Ausleihe;C0639522;Stativ Manfrotto 055XPRO;Stative Photo
AVZ20774;AV-Ausleihe;C1161079;Stativ Manfrotto 055XPRO mit MN410;Stative Photo
AVZ20695;AV-Ausleihe;C1098817;Stativ Manfrotto 055XPROB/488RC2;Stative Photo
AVZ20696;AV-Ausleihe;C1100115;Stativ Manfrotto 055XPROB/488RC2;Stative Photo
AVZ20691;AV-Ausleihe;C1100092;Stativ Manfrotto 055XPROB/488RC2;Stative Photo
AVZ20772;AV-Ausleihe;C1104592;Stativ Manfrotto 190XPROB mit 488RC2;Stative Photo
AVZ20773;AV-Ausleihe;keine;Stativ Manfrotto 190XPROB mit 700RC2;Stative Video
AVZ11661;AV-Ausleihe;500MVB/HB12;Stativ Manfrotto 510;Stative Video
AVZ15621;AV-Ausleihe;Keine;Stativ Manfrotto A115B Licht;Stative Licht
AVZ15622;AV-Ausleihe;Keine;Stativ Manfrotto A115B Licht;Stative Licht
AVZ15623;AV-Ausleihe;Keine;Stativ Manfrotto A115B Licht;Stative Licht
AVZ15624;AV-Ausleihe;Keine;Stativ Manfrotto A115B Licht;Stative Licht
AVZ13456;AV-Ausleihe;A0476622;Stativ Manfrotto MN 701RC2/745BK;Stative Video
AVZ13457;AV-Ausleihe;A0476619;Stativ Manfrotto MN 701RC2/745BK;Stative Video
AVZ15216;AV-Ausleihe;A0612986;Stativ Manfrotto MN 701RC2/745BK;Stative Video
AVZ15217;AV-Ausleihe;A0612987;Stativ Manfrotto MN 701RC2/745BK;Stative Video
AVZ15218;AV-Ausleihe;A0613093;Stativ Manfrotto MN 701RC2/745BK;Stative Video
AVZ15219;AV-Ausleihe;A0162996;Stativ Manfrotto MN 701RC2/745BK;Stative Video
AVZ15220;AV-Ausleihe;A0612988;Stativ Manfrotto MN 701RC2/745BK;Stative Video
AVZ15221;AV-Ausleihe;A0613094;Stativ Manfrotto MN 701RC2/745BK;Stative Video
AVZ13382;AV-Ausleihe;A0425275;Stativ Manfrotto MN 701RC2/755BK;Stative Video
AVZ13383;AV-Ausleihe;A0425457;Stativ Manfrotto MN 701RC2/755BK;Stative Video
AVZ13385;AV-Ausleihe;A0338730;Stativ Manfrotto MN 701RC2/755BK;Stative Video
AVZ13386;AV-Ausleihe;A0338724;Stativ Manfrotto MN 701RC2/755BK;Stative Video
AVZ13387;AV-Ausleihe;A0338888;Stativ Manfrotto MN 701RC2/755BK;Stative Video
AVZ16213;AV-Ausleihe;keine;Stativ Manfrotto Slide Leg Century A256SB;Stative Licht
AVZ16214;AV-Ausleihe;keine;Stativ Manfrotto Slide Leg Century A256SB;Stative Licht
AVZ12434;AV-Ausleihe;101848;Stativ Sachtler System 10;Stative Video
AVZ15885;AV-Ausleihe;202953;Stativ Sachtler Video 20 inkl. Bodenspinne;Stative Video
AVZ12435;AV-Ausleihe;97091;Stativ Schweizer CH-75;Stative Video
AVZ12433;AV-Ausleihe;8900;Stativ Velbon PH 268/PX 781;Stative Video
AVZ12943;AV-Ausleihe;8900;Stativ Velbon PH 268/PX 781;Stative Video
AVZ12944;AV-Ausleihe;8510;Stativ Velbon PH 268/PX 781;Stative Video
AVZ12377;AV-Ausleihe;--;Stativ Velbon PH258/DS-48;Stative Video
AVZ12431;AV-Ausleihe;--;Stativ Velbon TH650 Admiral;Stative Video;
AVZ12432;AV-Ausleihe;--;Stativ Velbon TH650 Admiral;Stative Video;
AVZ12946;AV-Ausleihe;--;Stativ Velbon TH650 Admiral;Stative Video;
AVZ12947;AV-Ausleihe;--;Stativ Velbon TH650 Admiral;Stative Video;
AVZ14720;AV-Ausleihe;---;Stativ Velbon TH650 Admiral;Stative Video;
AVZ20687;AV-Ausleihe;C1027132;Stativ Video Manfrotto 745XB inkl. Videoneiger 701HDV ;Stative Video;
AVZ20688;AV-Ausleihe;C1027131;Stativ Video Manfrotto 745XB inkl. Videoneiger 701HDV ;Stative Video;
AVZ20689;AV-Ausleihe;C1027072;Stativ Video Manfrotto 745XB inkl. Videoneiger 701HDV ;Stative Video;
AVZ20690;AV-Ausleihe;C1105502;Stativ Video Manfrotto 755XB inkl. Videoneiger 701HDV ;Stative Video;
AVZ15931;AV-Ausleihe;keine;Stativ zu Anchor Explorer PA-2500 2.5m;Stative andere;Lautsprecheranlagen einfach
